d03,v05,d08,d9,d10,d11,d12,d13,d14,d16,D16_1,Q15_new,Q16_new,np
West Bank,City,Female,51,no,Preparatory,Housewife,Unemployed,Married,3,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,50,no,BA\ BSc,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,village,Male,49,no,Elementary,"Professional, craftsman, specialist",Private and NGos,Married,5,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Female,48,no,Secondary,Housewife,Unemployed,Single,3,The family income covers the expenses of our needs without facing any difficulties,Hamas,Hamas,Old
West Bank,City,Male,55,yes,Associatte Diploma,trader,Private and NGos,Married,12,Family income does not cover our expenses we face some difficulties in covering,Hamas,Hamas,Old
West Bank,camp,Male,32,yes,Associatte Diploma,unemployed,Unemployed,Single,7,The family income covers our needs well and we can save,Hamas,Hamas,New
West Bank,City,Female,42,no,Associatte Diploma,Housewife,Unemployed,Married,8,Family income does not cover the expenses of our needs and we face great difficulties in covering,Hamas,Hamas,Old
West Bank,City,Female,50,no,Preparatory,Housewife,Unemployed,Married,5,The family income covers the expenses of our needs without facing any difficulties,Hamas,Hamas,Old
West Bank,City,Male,42,no,Preparatory,Worker,Private and NGos,Married,6,The family income covers the expenses of our needs without facing any difficulties,Hamas,I will not participate in the elections,Old
West Bank,camp,Female,44,yes,Secondary,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,23,no,Secondary,"Professional, craftsman, specialist",Private and NGos,Married,2,The family income covers our needs well and we can save,I did not participate in the elections,I will not participate in the elections,New
West Bank,village,Male,62,no,Secondary,Worker,Private and NGos,Married,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,village,Female,45,no,Associatte Diploma,Employee,Public sector,Married,9,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,26,no,Preparatory,Housewife,Private and NGos,Married,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Female,45,no,Preparatory,Housewife,Unemployed,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,not decided,Old
West Bank,City,Male,18,no,Secondary,unemployed,Unemployed,Single,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,New
West Bank,City,Female,24,no,Secondary,Housewife,Unemployed,Married,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,New
West Bank,City,Female,38,no,Preparatory,Housewife,Unemployed,Married,6,Family income does not cover our expenses we face some difficulties in covering,Fateh,not decided,Old
West Bank,City,Female,65,yes,Preparatory,Housewife,Unemployed,Other,2,Family income does not cover our expenses we face some difficulties in covering,Fateh,not decided,Old
West Bank,City,Male,67,no,Associatte Diploma,trader,Private and NGos,Married,8,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,Old
West Bank,City,Male,45,no,BA\ BSc,"Professional, craftsman, specialist",Private and NGos,Married,6,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,not decided,Old
West Bank,City,Male,19,yes,Secondary,trader,Private and NGos,Single,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Male,55,no,Elementary,retired,Public sector,Married,3,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Female,32,no,Secondary,Housewife,Unemployed,Married,3,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,New
West Bank,City,Male,65,no,BA\ BSc,"Professional, craftsman, specialist",Private and NGos,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,Old
West Bank,village,Female,37,no,Preparatory,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,village,Male,70,no,Preparatory,retired,Unemployed,Married,2,The family income covers our needs well and we can save,Fateh,Fateh,Old
West Bank,camp,Female,48,yes,Preparatory,Housewife,Unemployed,Married,11,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,village,Male,24,no,Secondary,Worker,Private and NGos,Single,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,village,Female,26,no,Preparatory,Housewife,Unemployed,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Male,64,no,Elementary,Worker,Private and NGos,Married,3,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,56,no,Secondary,Worker,Private and NGos,Married,4,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Female,38,no,Secondary,Housewife,Unemployed,Married,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Hamas,Old
West Bank,village,Male,58,no,Associatte Diploma,trader,Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,Hamas,Hamas,Old
West Bank,City,Female,43,yes,Preparatory,Housewife,Unemployed,Married,8,Family income does not cover the expenses of our needs and we face great difficulties in covering,Hamas,Hamas,Old
West Bank,village,Male,20,no,Secondary,Student,Private and NGos,Single,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Hamas,New
West Bank,village,Male,67,no,Secondary,Farmer,Private and NGos,Married,3,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Hamas,Old
West Bank,village,Female,52,no,BA\ BSc,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,Hamas,Hamas,Old
West Bank,village,Male,52,yes,Associatte Diploma,retired,Public sector,Married,8,Family income does not cover our expenses we face some difficulties in covering,Hamas,Hamas,Old
West Bank,village,Female,31,yes,Elementary,Housewife,Unemployed,Married,8,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Hamas,New
West Bank,village,Male,49,yes,Associatte Diploma,trader,Private and NGos,Married,6,The family income covers our needs well and we can save,Hamas,Hamas,Old
West Bank,village,Female,32,no,Preparatory,Housewife,Unemployed,Married,5,Family income does not cover the expenses of our needs and we face great difficulties in covering,Hamas,Hamas,New
West Bank,camp,Female,32,yes,Secondary,Housewife,Unemployed,Married,5,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Hamas,New
West Bank,City,Male,20,no,Secondary,Student,Unemployed,Single,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Hamas,New
West Bank,City,Female,48,yes,Secondary,Housewife,Unemployed,Married,5,Family income does not cover our expenses we face some difficulties in covering,Hamas,Hamas,Old
West Bank,village,Female,52,no,Preparatory,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,Hamas,Hamas,Old
West Bank,City,Male,62,no,Secondary,unemployed,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Hamas,Old
West Bank,camp,Male,53,yes,Secondary,Employee,Private and NGos,Married,2,Family income does not cover our expenses we face some difficulties in covering,Hamas,Hamas,Old
West Bank,City,Female,30,no,BA\ BSc,Employee,Private and NGos,Single,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Hamas,New
West Bank,camp,Male,63,yes,Associatte Diploma,retired,Public sector,Married,3,Family income does not cover our expenses we face some difficulties in covering,Fateh,Hamas,Old
West Bank,City,Male,43,no,Elementary,Worker,Private and NGos,Married,8,Family income does not cover the expenses of our needs and we face great difficulties in covering,Hamas,Hamas,Old
West Bank,City,Male,45,no,Preparatory,Worker,Private and NGos,Married,10,Family income does not cover our expenses we face some difficulties in covering,Hamas,Hamas,Old
West Bank,City,Female,46,yes,Preparatory,"Professional, craftsman, specialist",Private and NGos,Married,9,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Hamas,Old
West Bank,camp,Female,23,yes,Secondary,Student,Unemployed,Single,7,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Others,New
